STRUCTURE_NUMBER_008,BridgeCondition,SimpleOwner
000000000053846,G,PennDOT
000000000053847,G,PennDOT
000000000053894,G,PennDOT
000000000053898,G,PennDOT
000000000053900,G,PennDOT
000000000053903,G,PennDOT
000000000053905,G,PennDOT
000000000053907,G,PennDOT
000000000053990,G,PennDOT
000000000053992,G,PennDOT
000000000053997,G,PennDOT
000000000054006,G,PennDOT
000000000054017,G,PennDOT
000000000054018,G,PennDOT
000000000054019,G,PennDOT
000000000054021,G,PennDOT
000000000054022,G,PennDOT
000000000054023,G,PennDOT
000000000054024,G,PennDOT
000000000054025,G,PennDOT
000000000054026,G,PennDOT
000000000054028,G,PennDOT
000000000054029,G,PennDOT
000000000054030,G,PennDOT
000000000054032,G,PennDOT
000000000054034,G,PennDOT
000000000054036,G,PennDOT
000000000054037,G,PennDOT
000000000054041,G,PennDOT
000000000054042,G,PennDOT
000000000054043,G,PennDOT
000000000054046,G,PennDOT
000000000054047,G,PennDOT
000000000054048,G,PennDOT
000000000054049,G,PennDOT
000000000054052,G,PennDOT
000000000054053,G,PennDOT
000000000054054,G,PennDOT
000000000054055,G,PennDOT
000000000054057,G,PennDOT
000000000054062,G,PennDOT
000000000054064,G,PennDOT
000000000054066,G,PennDOT
000000000054071,G,PennDOT
000000000054094,G,PennDOT
000000000054105,G,PennDOT
000000000054109,G,PennDOT
000000000054110,G,PennDOT
000000000054111,G,PennDOT
000000000054113,G,PennDOT
000000000054114,G,PennDOT
000000000054115,G,PennDOT
000000000054161,G,Municipal
000000000054162,G,PennDOT
000000000054172,G,PennDOT
000000000054221,G,PennDOT
000000000054242,G,PennDOT
000000000054254,G,PennDOT
000000000054260,G,PennDOT
000000000054266,G,PennDOT
000000000054291,G,PennDOT
000000000054292,G,PennDOT
000000000054293,G,PennDOT
000000000054294,G,PennDOT
000000000054344,G,PennDOT
000000000054353,G,County
000000000054363,G,Municipal
000000000054377,G,County
000000000054385,G,County
000000000054398,G,PennDOT
000000000054436,G,PennDOT
000000000054449,G,PennDOT
000000000054450,G,PennDOT
000000000054453,G,County
000000000054456,G,PennDOT
000000000054464,G,County
000000000054476,G,Municipal
000000000054483,G,PennDOT
000000000054484,G,PennDOT
000000000054493,G,PennDOT
000000000054495,G,County
000000000054496,G,Municipal
000000000054498,G,PennDOT
000000000054499,G,Municipal
000000000054500,G,PennDOT
000000000054501,G,PennDOT
000000000054512,G,PennDOT
000000000054521,G,PennDOT
000000000054530,G,PennDOT
000000000054531,G,PennDOT
000000000054533,G,PennDOT
000000000054549,G,PennDOT
000000000054569,G,County
000000000054577,G,Municipal
000000000054587,G,PennDOT
000000000054588,G,PennDOT
000000000054591,G,PennDOT
000000000054657,G,County
000000000054664,G,PennDOT
000000000054694,G,Municipal
000000000054713,G,County
000000000054714,G,Municipal
000000000054732,G,PennDOT
000000000054735,G,County
000000000054743,G,PennDOT
000000000054744,G,PennDOT
000000000054745,G,PennDOT
000000000054748,G,PennDOT
000000000054788,G,Municipal
000000000054789,G,PennDOT
000000000054952,G,PennDOT
000000000055032,G,PennDOT
000000000055083,F,Municipal
000000000055738,G,PennDOT
000000000055740,G,PennDOT
000000000055776,G,PennDOT
000000000055777,G,PennDOT
000000000055783,G,PennDOT
000000000055795,G,Municipal
000000000055801,G,PennDOT
000000000055803,G,PennDOT
000000000055811,G,Municipal
000000000055815,G,PennDOT
000000000055860,G,PennDOT
000000000055905,G,Municipal
000000000055911,G,PennDOT
000000000055914,G,PennDOT
000000000055915,G,PennDOT
000000000055930,G,PennDOT
000000000055952,G,PennDOT
000000000055973,G,Municipal
000000000055976,F,PennDOT
000000000055978,G,PennDOT
000000000055989,G,PennDOT
000000000055998,G,PennDOT
000000000056040,G,PennDOT
000000000056053,P,Municipal
000000000056061,G,County
000000000056063,G,PennDOT
000000000056069,F,County
000000000056071,G,PennDOT
000000000056116,G,Municipal
000000000056169,F,Municipal
000000000056170,F,Municipal
000000000056640,G,PennDOT
000000000056646,G,PennDOT
000000000056656,G,County
000000000056670,G,Municipal
000000000056672,G,PennDOT
000000000056673,G,PennDOT
000000000056702,G,PennDOT
000000000056726,G,PennDOT
000000000056730,G,PennDOT
000000000056756,G,PennDOT
000000000056761,G,PennDOT
000000000056847,G,PennDOT
000000000056910,F,Municipal
000000000056911,F,Municipal
000000000056957,F,Municipal
000000000056958,P,Municipal
000000000056965,F,Municipal
000000000056966,F,Municipal
000000000056972,F,Municipal
000000000056973,F,Municipal
000000000056975,G,Municipal
000000000056976,P,Municipal
000000000056977,P,Municipal
000000000056981,P,Municipal
000000000056982,P,Municipal
000000000056983,G,Municipal
000000000056984,P,Municipal
000000000057025,G,PennDOT
000000000057027,F,Municipal
000000000057028,G,Municipal
000000000057029,P,Municipal
000000000057032,G,PennDOT
000000000057053,G,PennDOT
000000000057063,F,County
000000000057070,G,Municipal
000000000057084,G,PennDOT
000000000057085,G,County
000000000057111,G,PennDOT
000000000057133,G,PennDOT
000000000057144,G,PennDOT
000000000057151,G,PennDOT
000000000057152,G,PennDOT
000000000057153,G,PennDOT
000000000057156,G,PennDOT
000000000057181,G,PennDOT
000000000057191,G,PennDOT
000000000057273,G,Municipal
000000000057278,G,County
000000000057302,G,PennDOT
000000000057309,G,County
000000000057312,G,PennDOT
000000000057367,G,PennDOT
000000000057373,G,PennDOT
000000000057402,G,County
000000000057491,G,Municipal
000000000057494,G,PennDOT
000000000067491,G,County
000000000067521,G,PennDOT
000000000067586,G,PennDOT
000000000067589,G,Municipal
000000000067600,G,PennDOT
000000000067608,G,Municipal
000000000067622,G,PennDOT
000000000067630,G,Municipal
000000000067658,G,PennDOT
000000000067666,G,Municipal
000000000067716,G,PennDOT
000000000067759,G,Municipal
000000000067774,G,County
000000000067838,G,PennDOT
000000000067899,G,Municipal
000000000067906,G,Municipal
000000000067986,G,Municipal
000000000068121,G,PennDOT
000000000068147,G,PennDOT
000000000068228,F,PennDOT
000000000068308,G,PennDOT
000000000068369,G,County
000000000068473,G,PennDOT
000000000068482,G,PennDOT
000000000068492,G,PennDOT
000000000068595,G,County
000000000068612,G,County
000000000068617,G,PennDOT
